accession,taxid
NC_038337.1,687348
NC_038338.1,687350
NC_038339.1,687352
NC_038340.1,687359
NC_038341.1,687360
NC_038342.1,687362
NC_038343.1,687363
NC_038344.1,687368
NC_038345.1,2065036
NC_038346.1,2065037
NC_038347.1,2065038
NC_038350.1,2065044
NC_038351.1,2065045
NC_038505.1,3052489
NC_038506.1,3052489
NC_038540.1,31598
NC_038544.1,3052714
NC_038723.1,1678224
NC_038724.1,1678224
NC_038725.1,1678224
NC_038726.1,1678225
NC_038727.1,1678225
NC_038728.1,1678225
NC_038735.1,1678234
NC_038736.1,1678234
NC_038737.1,1678234
NC_038819.1,688436
NC_038820.1,688436
NC_038821.1,688436
NC_038880.1,1511806
NC_038939.1,3052492
NC_039050.1,1867125
NC_039220.1,3052537
NC_039221.1,3052537
NC_039222.1,3052537
NC_039237.1,54315
NC_040752.1,1907787
NC_040753.1,1907787
NC_043058.1,106332
NC_043067.1,1987017
NC_043073.1,3052490
NC_043074.1,3052490
NC_043075.1,3052490
NC_043110.1,38837
NC_043114.1,64282
NC_043403.1,59304
NC_043415.1,687361
NC_043416.1,566308
NC_043509.1,1569922
NC_043510.1,1569922
NC_043511.1,1569922
NC_043645.1,273360
NC_043646.1,273360
NC_043647.1,273360
NC_055294.1,904699
NC_055295.1,904699
NC_055296.1,904699
NC_055425.1,1608084
NC_055426.1,1608084
NC_074970.1,172297
NC_075988.1,1560340
NC_076029.1,31656
NC_076107.1,12475
NC_076108.1,12475
NC_077192.1,2913478
NC_077834.1,159139
NC_077835.1,159139
NC_077836.1,159139
NC_078071.1,1649829
NC_078072.1,1649829
NC_078073.1,1649829
NC_078234.1,1590834
NC_078235.1,1590834
NC_078236.1,1590834
NC_078888.1,35320
NC_078889.1,35320
NC_078890.1,35320
NC_078974.1,35308
NC_078975.1,35308
NC_078976.1,35308
NC_079000.1,2795181
NC_079001.1,2795181
NC_079002.1,2795181
NC_079009.1,2304647
NC_079010.1,2304647
NC_079098.1,2825847
NC_079099.1,2825847
NC_079100.1,2825847
OK397296.1,1330521
OK500102.1,688436
OK500103.1,688436
OK500104.1,688436
OL406405.1,1163715
OL406406.1,1163715
OL548863.1,687360
OL548866.1,687360
OL548869.1,687359
OL548871.1,687359
OL692378.1,40278
OL694779.1,2065056
OL694783.1,2065052
OL694790.1,2065038
OL694791.1,2065038
OL694796.1,687372
OL694797.1,2065038
OL694821.1,687349
OL694822.1,687350
OL694827.1,687341
OL694828.1,687350
OL694834.1,1859149
OL694839.1,687344
OL694842.1,687344
OL700028.1,696746
OL700029.1,696746
OL700030.1,696746
OL709418.1,64282
OL817334.1,1288116
OM320812.1,2913478
OM451155.1,1511892
OM799540.1,12721
OM799541.1,12721
OM799542.1,12721
OM836172.1,172297
OM836173.1,172297
OM836180.1,2731271
ON023017.1,746830
ON226770.2,3014888
ON482334.1,3026463
ON526744.1,3027325
ON595761.1,3025750
ON623842.1,2170113
ON677309.1,3025750
ON812470.1,2585267
ON812472.1,2585267
ON907858.1,3044602
ON986208.1,2809802
OP037815.1,12542
OP037820.1,11085
OP037821.1,11085
OP037822.1,11085
OP255974.1,1803958
OP255976.1,1803958
OP292291.1,12542
OP413965.1,1239567
OP413966.1,1239567
OP549858.1,432261
OP549859.1,432261
OP549860.1,432261
OP577477.1,2052558
OP644553.1,1967472
OP711994.1,333769
OP712010.1,51033
OP712030.1,51033
OP712045.1,10591
OP712055.1,333769
OP712086.1,10591
OP712094.1,333764
OP712100.1,10591
OP712111.1,333769
OP744467.1,3014888
OP903267.1,2231327
OP903268.1,2231327
OP903269.1,2231327
OP926980.1,28873
OP931882.1,1678234
OP931893.1,1678234
OP931904.1,1678234
OP950211.1,1678230
OP950212.1,1678230
OP950213.1,1678230
OP978008.1,2779404
OP978009.1,2779404
OP978010.1,2779404
OQ064546.1,2065050
OQ064547.1,2065056
OQ064548.1,2065055
OQ064549.1,2065054
OQ064551.1,2065055
OQ064552.1,2065052
OQ064553.1,2065046
OQ064554.1,2065055
OQ064555.1,2065056
OQ064556.1,2065050
OQ064559.1,687375
OQ064560.1,687372
OQ064562.1,687371
OQ064564.1,687375
OQ064565.1,687374
OQ064567.1,2065037
OQ064569.1,687372
OQ064570.1,2065037
OQ064571.1,2065037
OQ064572.1,1859149
OQ064575.1,687360
OQ064578.1,687341
OQ064580.1,687344
OQ064583.1,687350
OQ064585.1,687352
OQ064590.1,687363
OQ064594.1,687346
OQ064595.1,687352
OQ064597.1,687352
OQ064598.1,687368
OQ064599.1,687363
OQ064600.1,687363
OQ064602.1,687368
OQ064604.1,687359
OQ184950.1,2219046
OQ281448.1,1803959
OQ281449.1,1803959
OQ281450.1,1803959
OQ283123.1,2809196
OQ304469.1,28292
OQ401160.2,10279
OQ657166.1,1907210
OQ657167.1,1907210
OQ708493.1,1560340
OQ708494.1,1560340
OQ715975.1,1821750
OQ718806.1,11786
OQ784120.1,186538
OQ784121.1,186538
OQ835729.1,3044602
OQ835730.1,3044602
OQ835742.1,2004957
OQ835744.1,2004957
OR089089.1,3067642
OR183437.1,11023
OR249959.1,159150
OR533365.1,3115662
OR533366.1,3115662
OR533367.1,3115662
OR565860.1,194959
OR574834.1,509154
OR643889.1,32604
OR786176.1,145390
OR786722.1,2961098
OR836611.1,3103131
OR843369.1,1955157
OR905605.1,3298505
OR921183.1,11276
OR965900.1,1618189
OR965901.1,1618189
OR965902.1,1618189
OR995580.1,11276
OR995581.1,11276
OZ258626.1,3052024
OZ258714.1,3163396
OZ258723.1,3052022
OZ258778.1,3052003
OZ258791.1,3041468
OZ258838.1,3052024
OZ258926.1,3163396
OZ258935.1,3052022
OZ258988.1,3041468
OZ258990.1,3052003
OZ259003.1,3041468
OZ276552.1,186538
OZ453985.1,1987106
OZ470518.1,11137
OZ470519.1,11137
OZ476913.1,11084
OZ480261.1,12092
OZ484469.1,11234
OZ484470.1,11234
OZ484471.1,11234
OZ484518.1,11060
OZ485714.1,10244
OZ485715.1,10244
PC059839.1,290008
PP070404.1,3103131
PP070405.1,3103131
PP083003.1,3052713
PP086048.1,1335626
PP239060.1,1239438
PP255784.1,2809199
PP255796.1,2809145
PP270201.1,2004957
PP405598.1,10255
PP405599.1,10255
PP405600.1,10255
PP445050.1,1821750
PP445100.1,164416
PP445101.1,164416
PP445102.1,164416
PP473497.1,2585267
PP473505.1,2715178
PP496979.1,11020
PP496980.1,11020
PP496981.1,11020
PP496988.1,11029
PP496989.1,11029
PP496990.1,11029
PP525065.1,1569922
PP525066.1,1569922
PP525067.1,1569922
PP565896.1,129726
PP565897.1,129726
PP565900.1,129726
PP586183.1,2717630
PP586185.1,2717630
PP586186.1,2717630
PP639091.1,3052470
PP639206.1,10310
PP669277.1,3239073
PP715885.1,31552
PP715886.1,31552
PP718699.1,1851215
PP728779.1,3160823
PP728781.1,3160824
PP728782.1,3160828
PP856330.1,1904885
PP856344.1,1904885
PP862459.1,1904885
PP882705.1,11086
PP909447.1,1906931
PP909448.1,1906931
PP909449.1,1906931
PP911590.1,10258
PP930198.1,2094719
PP930330.1,3229048
PP930331.1,3229050
PP930332.1,3229051
PP930333.1,3229052
PP930334.1,3229053
PP930335.1,3229054
PP930336.1,3229055
PP930337.1,3229056
PP930338.1,3229057
PP930339.1,3229049
PP968832.1,3298505
PP980349.1,1239569
PP980350.1,1239569
PP980351.1,1239569
PP987753.1,3052608
PP987754.1,3052608
PP993461.1,1883111
PP993462.1,1883111
PQ156451.1,3243314
PQ164815.1,1907210
PQ220294.1,2809145
PQ220490.1,2844076
PQ220491.1,2844076
PQ220492.1,2844076
PQ248942.1,3243314
PQ248943.1,3243314
PQ303661.1,133704
PQ303662.1,133704
PQ390712.1,2809396
PQ390713.1,2809396
PQ390714.1,2809396
PQ417215.1,37119
PQ421850.1,178530
PQ421851.1,178530
PQ421853.1,178530
PQ423860.1,2809175
PQ423861.1,2809175
PQ423862.1,2809175
PQ428132.2,3050299
PQ428134.2,3050299
PQ428139.2,3050299
PQ433000.1,64320
PQ433001.1,64320
PQ463773.1,181003
PQ463774.1,181003
PQ463775.1,181003
PQ489615.1,2961098
PQ489662.1,2961098
PQ515803.1,10804
PQ515804.1,10804
PQ515805.1,10804
PQ519598.1,2844803
PQ519599.1,2844803
PQ519600.1,2844803
PQ525426.1,1906670
PQ525427.1,1906670
PQ529446.1,1883111
PQ553053.1,645161
PQ553202.1,3052466
PQ553203.1,3052466
PQ558655.1,1440170
PQ622703.1,2052558
PQ641427.1,2971765
PQ641428.1,2971765
PQ641429.1,2971765
PQ684033.1,194540
PQ684034.1,194540
PQ881840.1,2560580
PV013093.1,3402316
PV013107.1,3402318
PV013126.1,3048396
PV013127.1,3052021
PV013128.1,3052021
PV013129.1,3402331
PV013131.1,3402336
PV013132.1,3402339
PV013133.1,3052014
PV013134.1,3048404
PV013140.1,3402356
PV013146.1,3402360
PV013147.1,3048384
PV013148.1,3048387
PV013149.1,3402362
PV013150.1,3402365
PV013201.1,3048400
PV013202.1,3402329
PV013205.1,3048390
PV013206.1,3048390
PV013210.1,3048384
PV013211.1,3402368
PV013219.1,3402317
PV013220.1,3402317
PV013221.1,3048432
PV013240.1,3052015
PV013241.1,3048400
PV013242.1,3402319
PV013243.1,3402319
PV013244.1,3402320
PV013245.1,3402321
PV013246.1,3402321
PV013247.1,3402323
PV013248.1,3402323
PV013249.1,3402323
PV013250.1,3402325
PV013251.1,3402325
PV013252.1,3048397
PV013253.1,3402327
PV013254.1,3402328
PV013257.1,3402335
PV013258.1,3402336
PV013259.1,3402338
PV013261.1,3402340
PV013262.1,3402340
PV013263.1,3402341
PV013264.1,3402341
PV013265.1,3402342
PV013268.1,3052011
PV013269.1,3052014
PV013270.1,3402344
PV013271.1,3402345
PV013273.1,3052007
PV013274.1,3052001
PV013275.1,3052001
PV013283.1,3402348
PV013284.1,3402350
PV013285.1,3402350
PV013286.1,3402351
PV013287.1,3402352
PV013288.1,3402353
PV013289.1,3402355
PV013290.1,3048380
PV013292.1,3048391
PV013298.1,3048392
PV013299.1,3402361
PV013300.1,3402364
PV013301.1,3048382
PV013302.1,3402366
PV013303.1,3402366
PV013304.1,3402367
PV013305.1,3402369
PV013306.1,3402369
PV013309.1,3048430
PV013310.1,3048432
PV013320.1,3402321
PV013321.1,3402322
PV013322.1,3402324
PV013323.1,3402325
PV013324.1,3402327
PV013325.1,3402330
PV013326.1,3402333
PV013327.1,3402334
PV013328.1,3402334
PV013329.1,3402334
PV013330.1,3402335
PV013331.1,3402336
PV013332.1,3402337
PV013334.1,3402340
PV013335.1,3048398
PV013336.1,3048398
PV013337.1,3048398
PV013338.1,3052014
PV013339.1,3402343
PV013340.1,3402346
PV013341.1,3052007
PV013344.1,3052010
PV013345.1,3048403
PV013346.1,3048403
PV013347.1,3402347
PV013348.1,3402348
PV013349.1,3402349
PV013350.1,3402354
PV013355.1,3048387
PV013356.1,3402361
PV013357.1,3402361
PV013358.1,3402363
PV013359.1,3402366
PV013360.1,3402370
PV013361.1,3402326
PV013362.1,3402332
PV013363.1,3402314
PV013365.1,3402313
PV013366.1,3402313
PV023495.1,1608083
PV023496.1,1608083
PV023497.1,1608083
PV023525.1,1608084
PV023526.1,1608084
PV023527.1,1608084
PV052323.1,430511
PV052324.1,430511
PV052328.1,430511
PV061389.1,74501
PV087977.1,11786
PV087978.1,11790
PV092672.1,3043599
PV092673.1,3043599
PV092674.1,3043599
PV105586.1,2510939
PV105590.1,10298
PV105591.1,10298
PV105598.1,10298
PV183546.1,2916986
PV183882.1,2916986
PV184189.1,2304647
PV184239.1,2304647
PV184306.1,2916986
PV184371.1,2304647
PV210960.1,1938392
PV210961.1,1938392
PV210962.1,1906670
PV246541.1,2960825
PV246542.1,2960825
PV246544.1,3409856
PV246546.1,3409856
PV246547.1,2960825
PV246548.1,3409856
PV259886.1,2052558
PV288358.1,645161
PV288359.1,645161
PV335395.1,74501
PV351778.1,2498143
PV351779.1,2498143
PV351782.1,2498143
PV358394.1,37119
PV358401.1,10596
PV359444.1,880565
PV395591.1,2560580
PV405324.1,10345
PV417299.1,114424
PV417300.1,114424
PV421311.1,2844802
PV421322.1,3048423
PV421323.1,3048417
PV421324.1,2809145
PV421325.1,3048420
PV421329.1,2809199
PV421330.1,2809199
PV421332.1,2809423
PV421333.1,2809423
PV421334.1,2809423
PV454707.1,57482
PV454708.1,57482
PV455027.1,1239567
PV470909.1,3366332
PV524096.1,1983780
PV526234.1,10407
PV526235.1,10407
PV526236.1,10407
PV539600.1,11079
PV539601.1,11079
PV539606.1,11079
PV544236.1,12124
PV553523.1,2956252
PV555137.1,2732654
PV591949.1,59301
PV591950.1,59301
PV591951.1,59301
PV600331.1,86782
PV600342.1,86782
PV600353.1,86782
PV600894.1,60877
PV607247.1,3366332
PV607248.1,3366332
PV631259.1,145856
PV631260.1,145856
PV640912.1,33743
PV640913.1,33743
PV640916.1,33743
PV656459.1,568715
PV656460.1,568715
PV668546.1,1384673
PV668547.1,1384673
PV679829.1,3048430
PV679875.1,3425776
PV679876.1,3425776
PV679877.1,3425776
PV679879.1,3048399
PV679880.1,3402331
PV679881.1,3425777
PV679882.1,3425777
PV679883.1,3402337
PV679884.1,3052023
PV679885.1,3402343
PV679888.1,3425778
PV679889.1,3425778
PV679890.1,3402359
PV679892.1,3048389
PV679893.1,3048389
PV679894.1,3048389
PV679896.1,3425779
PV679897.1,3402362
PV679898.1,3048387
PV679899.1,3402368
PV679900.1,3160829
PV683457.1,37124
PV685787.1,1954248
PV685793.1,2202649
PV685795.1,1954248
PV685798.1,2202649
PV693359.1,11082
PV693360.1,11082
PV693361.1,11082
PV694271.1,10372
PV694272.1,10372
PV694273.1,10372
PV700517.1,10335
PV702024.1,12104
PV712689.1,2809456
PV730103.1,1912147
PV731248.1,2038726
PV731249.1,1983780
PV737806.1,10335
PV737807.1,10335
PV754102.1,12071
PV754103.1,12071
PV754104.1,12071
PV776882.1,2585031
PV793855.1,1983780
PV793907.1,2448649
PV793916.1,2448649
PV793919.1,2448649
PV793924.1,1907787
PV793925.1,1907787
PV804328.1,348015
PV804329.1,348015
PV804355.1,159146
PV804356.1,159146
PV804357.1,159146
PV804487.1,348015
PV815593.1,12618
PV815594.1,12618
PV836637.1,10310
PV836638.1,10310
PV844895.1,3052466
PV862187.1,3433792
PV871044.1,2022413
PV871045.1,2022413
PV871046.1,2022413
PV878474.1,1954248
PV891902.1,11590
PV920573.1,3431480
PV928709.1,10590
PV928710.1,10590
PV928711.1,10590
PV962835.1,3050355
PV975991.1,1453410
PV980074.1,2560525
PX025463.1,37296
PX025486.1,37296
PX025489.1,37296
PX092630.1,2269360
PX092631.1,2269360
PX092632.1,2269360
PX094482.1,289365
PX094483.1,289365
PX095788.1,2715178
PX095816.1,1912147
PX095822.1,2516502
PX095875.1,1916234
PX095946.1,1912147
PX121480.1,3035906
PX122065.1,54315
PX251549.1,2825847
PX251550.1,2825847
PX251551.1,2825847
PX277302.1,289365
PX277336.1,2050578
PX315584.1,2982807
PX315585.1,2982807
PX315586.1,2982807
PX352974.1,57483
PX353463.1,3060506
PX353464.1,3060506
PX353465.1,3060506
PX380308.1,10345
PX393055.1,2219997
PX393056.1,2219997
PX393057.1,2219997
PX397553.1,42789
PX439133.1,333760
PX439134.1,333760
PX439135.1,333760
PX441742.1,290028
PX452315.1,12456
PX454769.1,1746058
PX461787.1,2795181
PX461788.1,2795181
PX461789.1,2795181
PX473114.1,3426305
PX475736.1,1428458
PX488478.1,10595
PX488479.1,10595
PX488480.1,10595
PX497028.1,10258
PX529733.1,3136119
PX529734.1,3136119
PX585980.1,10243
PX585981.1,10243
PX585982.1,10243
PX609974.1,10891
PX609975.1,10891
PX609976.1,10891
PX613658.1,1746058
PX613659.1,1746058
PX619609.1,35300
PX619761.1,11099
PX620957.1,12131
PX620965.1,185926
PX620967.1,167326
PX630769.1,64293
PX645526.2,3050296
PX647583.1,3052686
PX647584.1,3052686
PX657377.1,3052343
PX660034.1,1335626
PX663400.1,3052608
PX666890.1,58535
PX666891.1,58535
PX666892.1,58535
PX682047.1,54315
PX685914.1,36427
PX693030.1,3048413
PX693031.1,3048413
PX693032.1,3048413
PX693041.1,3048428
PX693042.1,3048428
PX693043.1,3048428
PX693044.1,3048430
PX693045.1,3048431
PX693046.1,3048431
PX693047.1,3048431
PX693052.1,3048415
PX693053.1,3048415
PX693054.1,3048415
PX693058.1,3048420
PX693059.1,3048420
PX693060.1,3048422
PX693061.1,3048422
PX693062.1,3048422
PX693081.1,3048423
PX693082.1,3048423
PX693084.1,3048417
PX693085.1,3048417
PX693086.1,3402315
PX693087.1,3402315
PX693088.1,3402315
PX693089.1,3048418
PX693090.1,3048418
PX693091.1,3048418
PX693105.1,3048419
PX693106.1,3048419
PX693107.1,3048419
PX693109.1,3402316
PX693122.1,3048427
PX693123.1,3048427
PX693124.1,3048427
PX693125.1,3402318
PX693131.1,3048433
PX693132.1,3048433
PX693133.1,3048433
PX693138.1,3048395
PX693139.1,3048395
PX693140.1,3048395
PX693141.1,3048400
PX693143.1,3052020
PX693144.1,3052020
PX693145.1,3048396
PX693146.1,3048396
PX693147.1,3402335
PX693148.1,3425777
PX693150.1,3048407
PX693151.1,3048407
PX693152.1,3048407
PX693153.1,3052006
PX693154.1,3052006
PX693155.1,3048403
PX693156.1,3402348
PX693157.1,3402359
PX693158.1,3402359
PX693160.1,3048393
PX693161.1,3048393
PX693162.1,3048393
PX693165.1,3048392
PX693166.1,3048392
PX693167.1,3402367
PX693168.1,3402367
PX693170.1,3160822
PX693171.1,3160822
PX693350.1,10524
PX693358.1,28282
PX693359.1,28282
PX693696.1,12104
PX703129.1,1987106
PX703602.1,10524
PX718888.1,2844800
PX718889.1,2844800
PX718890.1,2844800
PX725376.1,33758
PX725377.1,33758
PX725378.1,33758
PX733926.1,2951618
PX759561.1,1697444
PX761425.1,44131
PX761427.1,1418041
PX762498.1,194540
PX766931.1,11089
PX766932.1,11089
PX766933.1,11089
PX778756.1,28280
PX778758.1,28280
PX778759.1,28280
AB038630.1,687371
AB100245.1,11709
AB290917.1,687379
AB303553.1,2065047
AB303560.1,2065051
AB303562.1,2065053
AB689163.1,3052490
AB745694.1,2259332
AB793779.1,1297549
AB920345.1,1330491
AB979448.1,11764
AB982223.1,1391667
AF049121.1,57483
AF153912.1,99000
AF159585.1,67605
AF200364.1,106332
AF228552.1,46608
AF243039.1,341730
AF291073.1,687376
AF308811.1,114429
AF339481.1,59304
AF356697.1,369960
AF391797.1,194443
AF414373.2,1330521
AF438165.1,28873
AF482711.1,37741
AF482712.1,37741
AF538689.1,2847830
AJ616854.1,3116880
AX174942.1,687361
AY208746.1,228277
AY253325.1,99000
AY552598.1,28300
AY622909.1,289367
AY705791.1,12455
AY705792.1,12455
AY740629.1,308159
AY740630.1,308159
AY740633.1,308159
BK010702.1,2506584
BK012037.1,10279
BK012038.1,10279
BK057806.1,2835276
BK059143.1,2835276
BK066309.1,3115913
BK066312.1,3117316
BK066315.1,3115990
BK066346.1,3116974
BK066363.1,3116970
BK066395.1,3116975
BK066396.1,3115993
BK066413.1,3115878
BK066415.1,3116968
BK066419.1,3116676
BK066423.1,3117107
BK066454.1,3117234
BK066467.1,3115911
BK066485.1,3116972
BK066533.1,3117108
BK066567.1,3115912
BK066571.1,3115992
BK066572.1,3116675
BK066577.1,3117109
BK066582.1,3117322
BK066599.1,3115910
BK066600.1,3115917
BK066620.1,3115916
BK066647.1,3116973
BK066655.1,3115991
BK066659.1,3116971
BK066694.1,3117235
BK066697.1,3116967
BK066703.1,3117321
BK066715.1,3117104
BK066741.1,3115915
BK066745.1,3117106
BK066821.1,3116729
BK066875.1,3117105
BK066879.1,3115914
BK066886.1,3116700
BK066887.1,3116674
BK066896.1,3116969
BK068984.1,1455626
BK068985.1,1455626
BK068986.1,1455626
BK069132.1,2960421
D10032.1,11764
D10082.1,10368
D11134.1,10368
DQ187006.1,687348
DQ235145.1,64307
DQ859056.1,38837
DQ859057.1,64295
DQ859060.1,64296
DQ859065.1,64297
EF538875.1,2065044
EF538876.1,2065045
EU231644.1,481147
EU370775.1,496406
EU370777.1,496408
EU370778.1,496407
EU370779.1,496409
EU697850.1,532080
EU854568.1,2847831
FJ007373.1,1917071
FJ169625.1,556926
FJ170278.1,2773471
FJ222451.1,1239570
FJ438902.1,2757769
FJ438903.1,2757770
FJ438907.1,2849707
FJ438908.1,586468
FJ555055.1,2849712
FJ608550.1,46920
FJ809772.1,46920
FJ890352.1,1239568
FJ907198.1,438045
FJ973620.1,1239573
FM212574.1,11827
GQ404844.1,2038720
GQ404845.1,2038723
GQ404846.1,2038721
GQ404847.1,2038719
GQ404854.1,2038724
GQ404855.1,2038725
GQ404857.1,2038722
GQ415660.1,1239572
GQ847512.2,28292
GQ847513.2,28292
GU376736.1,871260
GU797360.1,687349
GU997097.1,3052490
HM147992.1,59304
HM480374.1,870710
HM480375.1,870711
HM480376.1,870712
HM484374.1,645687
HQ154631.1,438045
JF939843.1,1170423
JF939844.1,1170423
JF939845.1,1170423
JN867758.1,2849713
JQ081297.1,871260
JQ867466.1,2170197
JX027296.1,3052714
JX027297.1,1209383
JX134044.1,3052003
JX134046.1,3052006
JX297815.1,1987017
JX413107.1,1315262
JX985649.1,1239438
KC292273.1,1316181
KC292300.1,1316181
KC292327.1,1316181
KC344267.1,1285463
KC344268.1,1285463
KC344269.1,1285463
KC669691.1,1437125
KC669694.1,1437125
KC669696.1,1437125
KC771281.1,1345637
KF214645.1,1395615
KF294861.1,1415627
KF453632.1,870711
KF584259.1,46920
KF726986.2,2038728
KF726987.2,2038728
KF764701.1,3050361
KF764702.1,93678
KF815939.1,40004
KJ082064.1,3051623
KJ158169.1,1511807
KJ206566.1,1525173
KJ547635.1,1985428
KJ680286.1,1188015
KJ680287.1,1188015
KJ680288.1,1188015
KJ831064.1,1520935
KM105951.1,1608453
KM259874.1,1535291
KM580349.1,1209382
KM580351.1,1209382
KP263546.1,1634488
KP324827.1,1987020
KP324828.1,1987021
KP692114.1,1682339
KP974693.1,1985415
KP974694.1,2004487
KR816171.1,1851126
KR816175.1,1851213
KR816177.1,1851215
KR816181.1,1851219
KT224356.1,40004
KT345708.1,28300
KT363839.1,1792832
KT452735.1,1987141
KT452742.1,1987139
KT724049.1,11840
KT724050.1,11840
KU053483.2,1755290
PX782068.1,10244
PX905700.1,129875
PX906848.1,12104
PX920947.1,10258
PX921692.1,37124
PX934719.1,333754
PX940873.1,1987106
PX941074.1,74501
PX941116.1,2747383
PX941525.1,2585031
PX941895.1,2747383
PX941919.1,2585031
PX941980.1,2094719
PX941981.1,2094719
PX942100.1,2747383
PX942131.1,129727
PX942132.1,129727
PX942133.1,129727
PX942152.1,1955166
PX942153.1,1955166
PX942170.1,36427
PX942217.1,1955166
PX942227.1,2715178
PX942232.1,1940554
PX951442.1,2050578
PX951443.1,2050578
PX970893.1,42789
PX970894.1,42789
PX975021.1,2202649
PZ005679.1,351073
PZ005680.1,351073
PZ005681.1,351073
PZ011079.1,2905673
PZ011267.1,10515
PZ011280.1,10515
PZ023949.1,11084
PZ043809.1,2560580
PZ043821.1,1907787
PZ099083.1,11072
PZ099084.1,11072
PZ111811.1,12475
PZ111812.1,12475
PZ111813.1,12475
PZ112051.1,329641
PZ112052.1,329641
PZ112053.1,329641
PZ123354.1,11072
PZ133475.1,108098
PZ133476.1,108098
PZ135706.1,10970
PZ135707.1,10970
PZ135710.1,10970
PZ137009.1,10359
PZ139479.1,64286
PZ139480.1,64286
PZ139481.1,64286
PZ146426.1,11099
PZ154824.1,2905673
PZ161044.1,64293
PZ163190.1,45659
PZ163220.1,3052441
PZ163221.1,3052441
PZ163222.1,3052441
PZ163256.1,3052384
PZ163257.1,3052384
PZ163258.1,3052384
PZ163271.1,3052400
PZ163272.1,3052400
PZ163273.1,3052400
PZ163663.1,37124
PZ168398.1,12618
PZ173232.1,159079
PZ173233.1,159079
PZ173234.1,159079
PZ179925.1,10524
PZ182137.1,86107
PZ189253.1,12089
PZ189254.1,12089
PZ189255.1,12089
PZ195453.1,10913
PZ196496.1,11099
PZ196497.1,54315
PZ204740.1,3052343
PZ204741.1,3052343
PZ205968.1,3052468
PZ205969.1,3052468
PZ205970.1,3052468
PZ206442.1,1916234
PZ206443.1,1916234
PZ244960.1,11084
PZ294306.1,11135
PZ305742.1,38837
PZ305744.1,64282
PZ351345.1,85708
PZ351346.1,85708
PZ351347.1,85708
PZ361933.1,11676
PZ361934.1,11676
PZ361935.1,11676
PZ384978.1,64320
PZ387688.1,12092
PZ387689.1,12092
PZ399299.1,162145
PZ399300.1,162145
PZ399301.1,162145
PZ439299.1,1335626
PZ457019.1,31631
PZ457020.1,31631
PZ469689.1,86107
PZ469690.1,86107
PZ512711.1,10967
PZ512712.1,10967
PZ516052.1,11069
PZ520697.1,10967
PZ546417.1,11069
PZ562431.1,122929
PZ562432.1,122929
PZ562433.1,122929
PZ573092.1,2697049
PZ573093.1,2697049
PZ573094.1,2697049
PZ584204.1,11520
PZ584205.1,11520
PZ584206.1,11520
PZ585077.1,11320
PZ585078.1,11320
PZ585079.1,11320
QP745653.1,1569923
QP745690.1,1569923
QP745724.1,1569923
QP747356.1,12066
QP747357.1,12066
QP747874.1,12066
QS043767.1,2510939
QS321171.1,2510939
S71576.1,37140
U23857.1,106332
U26342.1,31598
U31789.1,40538
U34991.1,11827
U36801.1,44755
U36802.1,44755
U36803.1,44755
U47136.1,3052492
X83413.2,32603
PX469618.1,10541
OR777201.1,10541
OR777200.1,10541
FJ025916.1,585063
LY409013.1,585063
LY409012.1,585063
FJ025914.1,585085
FJ025928.1,585084
FJ025923.1,585060
LY409064.1,585060
LY409063.1,585060
QS054961.1,10527
PY467962.1,10527
PY104985.1,10527
PV224185.1,31545
PV224184.1,31545
PQ421865.1,31545
PQ430428.1,52275
PQ430427.1,52275
PQ430426.1,52275
FJ025920.1,585064
LY409054.1,585064
LY409053.1,585064
AB583510.1,46921
KY969123.1,46921
KY969122.1,46921
AB765926.1,1972755
KF268207.1,1643649
JN226748.1,1604283
PP862530.1,1096763
PP862492.1,1096763
PP856361.1,1096763
PV392540.1,1101371
AP012302.1,1101371
PX575759.1,1337398
PX575758.1,1337398
PX575757.1,1337398
AP012285.1,1094363
PV231314.1,1145295
PQ421890.1,1145295
PQ421889.1,1145295
AB583509.1,28275
EU099399.1,28275
EU099398.1,28275
JN935766.1,1124795
FJ025906.1,585087
HQ324784.1,585087
FJ025911.1,585066
LY409018.1,585066
LY409017.1,585066
KF906413.1,1461395
FJ025930.1,585080
FJ025901.1,585079
FJ025899.1,585078
FJ025900.1,585077
FJ025925.1,585099
FJ025902.1,585098
FJ025927.1,585096
FJ025904.1,585088
FJ025913.1,585095
FJ025907.1,585093
FJ025924.1,585073
LY409038.1,585073
LY409037.1,585073
FJ025922.1,585072
LY409049.1,585072
LY409048.1,585072
FJ025921.1,585071
FJ025919.1,585071
LY409043.1,585071
FJ025912.1,585089
FJ025905.1,585068
HZ778496.1,585068
HZ778495.1,585068
FJ025908.1,585067
LY409023.1,585067
LY409022.1,585067
FJ025926.1,585094
MK674732.1,1091197
MK674731.1,1091197
JN162671.1,1091197
FJ025929.1,585081
JN162672.1,1091198
AB583523.1,46931
MH289573.1,46931
DQ375474.1,46931
PP862511.1,46930
PP856306.1,46930
AB583522.1,46930
PX910753.2,10521
PX910753.1,10521
PQ657854.1,10521
PP856362.1,46929
AB583521.1,46929
FJ167602.1,46929
AB583520.1,46928
MA266175.1,46928
MA266174.1,46928
AB583519.1,46927
DQ375470.1,46927
DQ115424.1,46927
AB583518.1,46926
DQ375469.1,46926
DQ115423.1,46926
AB583517.1,46925
DQ375468.1,46925
DQ115422.1,46925
JN860679.1,260047
AY509990.1,260047
PQ199311.1,46924
